ESTRUTURA;REDE;POSTE;NIVEL;ALTURA;DAS;CABO;CODMAT;NOMEMAT;QTD;CODKIT
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;300;ISOLADO;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 300, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;300;ISOLADO;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 300, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;300;ISOLADO;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 300, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;300;ISOLADO;330770;"FIO AL COBERTO;AMARRACAO 4AWG;D76003";0,15;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 300, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;300;ISOLADO;300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC010;6;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 300, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;230210;POSTE FIBRA,12MX600,GSS004/19;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780782;PARAFUSO,ROSCA DUP,AZ,16X550,R250,D41028;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;12;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;330770;"FIO AL COBERTO;AMARRACAO 4AWG;D76003";0,1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC010;4;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;230210;POSTE FIBRA,12MX600,GSS004/19;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780782;PARAFUSO,ROSCA DUP,AZ,16X550,R250,D41028;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;12;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;330770;"FIO AL COBERTO;AMARRACAO 4AWG;D76003";0,15;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;ISOLADO;300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC010;6;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;230210;POSTE FIBRA,12MX600,GSS004/19;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780742;CINTA,P/POSTE CIRC,230MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780783;PARAFUSO,ROSCA DUP,AZ,16X600,R275,D41028;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;12;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;330770;"FIO AL COBERTO;AMARRACAO 4AWG;D76003";0,1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC010;4;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;230210;POSTE FIBRA,12MX600,GSS004/19;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780742;CINTA,P/POSTE CIRC,230MM,D435.07;1;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780783;PARAFUSO,ROSCA DUP,AZ,16X600,R275,D41028;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;12;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;330770;"FIO AL COBERTO;AMARRACAO 4AWG;D76003";0,15;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M2-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;ISOLADO;300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC010;6;M2-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, ISOLADO
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251833;CINTA,P/POSTE CIRC,170MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780781;PARAFUSO,ROSCA DUP,AZ,16X500,R225,D41028;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;13;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251797;OLHAL,AZ,5000DAN,M16,PM-BR/D41005.1;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251833;CINTA,P/POSTE CIRC,170MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780781;PARAFUSO,ROSCA DUP,AZ,16X500,R225,D41028;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;13;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251797;OLHAL,AZ,5000DAN,M16,PM-BR/D41005.1;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;240121;MÃO,FRANCESA,AZ,PERFILADA, 993MM,D43001;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;TRIFASICA;CONCRETO;1;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;3;M3, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780782;PARAFUSO,ROSCA DUP,AZ,16X550,R250,D41028;3;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
M3;BIFASICA;CONCRETO;2;12;300;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;13;M3, CONCRETO, 12 x 300, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
